method,model,n_known_anomalies,roc_auc,pr_auc,train_time_sec,inference_time_sec,total_time_sec,representation,k_per_class,dataset,encoder,date
MLP (Original),MLP,100,0.8728008993778549,0.3786861144835472,7.992412506000619,0.47757421000096656,8.469986716001586,Original,0,tweets_hate_speech_detection,distiluse-base-multilingual-cased-v2,20260220_020347
MLP (Original),MLP,200,0.8941452653815984,0.39544937174084877,8.493980575000023,0.4630218319998676,8.95700240699989,Original,0,tweets_hate_speech_detection,distiluse-base-multilingual-cased-v2,20260220_020347
MLP (Original),MLP,500,0.9265885657811647,0.5430541220618904,7.398569293998662,0.4886097839989816,7.887179077997644,Original,0,tweets_hate_speech_detection,distiluse-base-multilingual-cased-v2,20260220_020347
"MLP (SetFit, k=40)",MLP,5,0.807905803195963,0.3444649116249259,8.852238276000207,0.48723301000063657,9.339471286000844,SetFit,40,tweets_hate_speech_detection,distiluse-base-multilingual-cased-v2,20260220_020347
"MLP (SetFit, k=40)",MLP,10,0.9019666811088173,0.41546711523927,8.655734271000256,0.49893507799970394,9.15466934899996,SetFit,40,tweets_hate_speech_detection,distiluse-base-multilingual-cased-v2,20260220_020347
"MLP (SetFit, k=40)",MLP,20,0.908433366465326,0.39378577857937086,7.5082799779993366,0.4712378610001906,7.979517838999527,SetFit,40,tweets_hate_speech_detection,distiluse-base-multilingual-cased-v2,20260220_020347
"MLP (SetFit, k=40)",MLP,50,0.9121033718174173,0.3715736498782958,8.771272971000144,0.4690250780004135,9.240298049000558,SetFit,40,tweets_hate_speech_detection,distiluse-base-multilingual-cased-v2,20260220_020347
"MLP (SetFit, k=40)",MLP,100,0.9262685730305578,0.5690302011812131,8.476778770000237,0.4906055550000019,8.96738432500024,SetFit,40,tweets_hate_speech_detection,distiluse-base-multilingual-cased-v2,20260220_020347
"MLP (SetFit, k=40)",MLP,200,0.9330144733004279,0.5918919507471999,7.4457976470002905,0.4918288470016705,7.937626494001961,SetFit,40,tweets_hate_speech_detection,distiluse-base-multilingual-cased-v2,20260220_020347
"MLP (SetFit, k=40)",MLP,500,0.9390620531074695,0.6265602015544186,8.584829340999931,0.4655314460014779,9.05036078700141,SetFit,40,tweets_hate_speech_detection,distiluse-base-multilingual-cased-v2,20260220_020347
