dataset,strategy,n_llm_calls,seed,text,llm_score,llm_label,reason,parse_error
wikinews,random,50,42,"A Lista de Cobertura Vegetal do Estado do Paraná, elaborada pelo Serviço Florestal Brasileiro, mostra que os empreendimentos agrícolas já ocuparam mais da metade do solo paranaense. De acordo com medições divulgadas em 2018 (e divulgadas recentemente), 50,3% do território do estado é agrícola. Numa divisão precisa, 33,7% do solo é destinado à agricultura e 16,62% à pecuária - principalmente nas regiões oeste e norte do Paraná.

O portal Livre.jor lista e publica esses dados em artigo de José Lázaro Jr.

Floresta madura representa apenas 17,84%. Mesmo se somarmos a área de floresta secundária (12,99%) e reflorestamento (6,77%) a esse percentual, não é a mesma proporção de terras ocupadas pela agricultura — 37,6% comparado a 37,6%, 50,3%. Não é por acaso que as áreas com maior erosão do solo também são áreas onde a agricultura e a pecuária são claramente dominantes.

Segundo o Serviço Florestal, há ocorrência de alvoroças e ravinas principalmente no Oeste e no Norte do Paraná, além de sulcos e marcas de erosão inicial. 37% da área vistoriada na pesquisa apresentou sinais de erosão. Ao olhar o estoque de carbono, a situação muda, havendo mais concentração dele do litoral até os Campos Gerais — região com as principais áreas de proteção ambiental do Paraná. Basta comparar os mapas e tirar as suas próprias conclusões.

 Fonte 
 Agropecuária ocupa 50,3% do solo de todo o Paraná, Brasil de Fato - Paraná, 11 de janeiro de 2021.",1.0,1,"The text discusses agriculture, which is not from the Politics section.",False
wikinews,random,50,42,"O  ocupa a 71.ª posição na classificação mundial de liberdade de imprensa, elaborada pela organização . Em , o país era 82.º da lista, que tem 175 posições. A edição de 2009, divulgada ontem (20) destaca o “efeito Obama”, que fez os  subirem da 40ª para a 20.ª posição e a situação do , onde a cobertura da eleição de  colocou os jornalistas sob censura do Estado.

A lista é elaborada a partir de questionários respondidos por jornalistas e especialistas em mídia e considerou as violações contra a liberdade de imprensa cometidas entre setembro de 2008 e agosto de 2009.

A ,  e  são as primeiras colocadas no ranking. No entanto, de acordo com a Repórteres sem Fronteiras, os  vem caindo na classificação ao longo dos anos. Portugal está em 30.º lugar, quando no ano passado, era o 16.º colocado.

Entre os países lusófonos, destaque para , que ficou em 44.º lugar. Os outros países analisados foram  (em 72.º lugar),  (82.º lugar),  (92.º lugar) e  (119.ª colocação).

A organização alerta para os casos em que profissionais da imprensa são ameaçados fisicamente, mas aponta mudanças recentes nas legislações nacionais de imprensa como o principal risco para a liberdade de expressão.

De acordo com o levantamento, a ,  e o  estão entre os dez países com menos liberdade de imprensa. O Irã aparece na quarta pior colocação, acima apenas do chamado “trio infernal”, composto pelo , pela  e .

 Fontes",1.0,1,The text discusses freedom of the press and does not pertain to the Politics section.,False
wikinews,random,50,42,"Líderes da África Ocidental dizem que se reunirão na quinta-feira para discutir a crise no Níger, depois que os governantes militares do país ignoraram um prazo para restabelecer o presidente deposto ou enfrentar uma possível intervenção militar.

A Comunidade Econômica dos Estados da África Ocidental (CEDEAO) disse que realizará uma cúpula extraordinária na quinta-feira em Abuja, capital da vizinha Nigéria, segundo o porta-voz Emos Lungu.

Depois que o prazo da CEDEAO terminou no domingo para que os militares do Níger renunciassem e restaurassem o presidente Mohammed Bazoum, os líderes militares de lá prometeram defender o país e fechar o espaço aéreo do Níger.

""As forças armadas do Níger e todas as nossas forças de defesa e segurança, apoiadas pelo apoio inabalável do nosso povo, estão prontas para defender a integridade do nosso território"", disse um representante da junta em um comunicado na televisão nacional.

O porta-voz disse que qualquer tentativa de sobrevoar o país será recebida com “uma resposta enérgica e imediata”.

As companhias aéreas internacionais começaram a desviar voos no espaço aéreo do Níger. As Nações Unidas disseram que seus voos humanitários também foram suspensos por causa do espaço aéreo fechado.

Também na segunda-feira, o vizinho Mali disse que e Burkina Faso enviaria uma delegação de funcionários ao Níger para mostrar apoio aos governantes militares.

Ambos os países – que sucumbiram a golpes militares nos últimos anos – disseram que uma intervenção militar no Níger seria equivalente a uma declaração de guerra.

Na sexta-feira, os chefes de defesa da África Ocidental elaboraram um plano para uma possível intervenção militar no Níger se os líderes militares do país não libertassem e reinstalassem o presidente Bazoum.

""Todos os elementos que entrarão em qualquer eventual intervenção foram elaborados aqui, incluindo os recursos necessários, como e quando vamos desdobrar a força"", disse Abdel-Fatau Musah.

O bloco de 15 nações já enviou forças militares aos Estados membros no passado. No entanto, não está claro se os membros da CEDEAO apoiarão uma ação militar no Níger para resolver a crise atual.

O Senado da Nigéria instou o bloco a se concentrar em opções políticas e diplomáticas em vez do uso da força.

A Itália instou a CEDEAO a estender o prazo para os líderes militares do Níger recuarem e pediu uma solução diplomática.

Notícias relacionadas

Fontes",1.0,1,"The text discusses a political crisis in Niger, making it a normal sample.",False
wikinews,random,50,42,"Ao assumir ontem (19) a liderança do governo no Congresso Nacional, a senadora  (PT-SC) afirmou que uma de suas tarefas será estabilizar as tensões entre PT e PMDB no Senado. Segundo ela, esse foi o pedido feito pelo presidente  quando a convidou para ocupar o cargo.

“O presidente me fez o convite de forma muito honrosa na quinta-feira e pediu que eu desse atenção especial para estabilizar as relações entre o PT e o PMDB no Senado”, disse a senadora, empossada no cargo nesta manhã, durante audiência com o presidente em exercício, José Alencar, e parlamentares.

Ideli assume a liderança em um momento em que o governo vai enfrentar a Comissão Parlamentar de Inquérito (CPI) da Petrobras no Senado. A senadora manteve o discurso do governo em relação à comissão, afirmado que ela tem caráter político e não real interesse em fiscalizar qualquer possível irregularidade na empresa. Disse ainda que se trata de uma antecipação do processo eleitoral de 2010.

“Para nós, a CPI não tem o caráter de fiscalização. Está claro que ela tem caráter político partidário de antecipação do processo eleitoral, inclusive ressuscitando velhas tentativas de enfraquecer e privatizar a Petrobras.”

A senadora descartou a possibilidade de que seja realizada uma comissão parlamentar mista de inquérito para investigar possíveis irregularidades na Petrobras. Afirmou também que não tem interesse específico em nenhuma cargo na CPI, mas não descartou a hipótese de integrar a comissão.

A petista ressaltou ainda que há tranqüilidade absoluta do governo em relação à condução da Petrobras.

Líderes da base governista do Senado se reuniram nesta manhã com o ministro de Relações Institucionais, José Múcio Monteiro, para articular as indicações para a presidência e relatoria da CPI da Petrobras.

Dilma Rousseff
A nova líder do governo do Congresso, disse também que a ministra-chefe da Casa Civil, Dilma Rousseff, deverá adotar uma agenda mais leve após as sessões de tratamento quimioterápico. Na última quinta-feira (14) a ministra se submeteu a tratamento quimioterápico preventivo e, no entanto, manteve a agenda de trabalho.

“Nos momentos posteriores à quimioterapia ela deve ter uma agenda um pouco mais leve para que ela não tenha o problema que aconteceu”, disse Ideli, ao se encontrar com o vice-presidente José Alencar, no exercício da Presidência da República, que empossou hoje a senadora na liderança do governo no Congresso.

Na noite de anteontem, Dilma Rousseff foi internada após sentir fortes dores nas pernas. Na semana passada a ministra se submeteu a uma sessão de quimioterapia preventiva, já que retirou um tumor abaixo da axila. O diagnóstico foi de linfoma, um tipo de câncer no sistema linfático. Dilma agora faz um tratamento preventivo para evitar o aparecimento de novos focos da doença.

Ideli negou que o problema de saúde de Dilma Rousseff possa comprometer uma possível candidatura da ministra à Presidência da República em 2010. “O presidente José Alencar disse que ele está preparado para disputar pelo menos mais umas três eleições, portanto, com a declaração Alencar, acho que não tem nenhum impedimento [para a ministra Dilma]”.

O ministro de Relações Institucionais, José Múcio Monteiro, também disse que é importante que a ministra reduza o ritmo de trabalho, quando se submeter ao tratamento preventivo. “Ela não tem parado em hora nenhuma, o que também não é uma coisa que os médicos tenham recomendado. Acho que, nos próximos dias, ela tem que dar uma maneirada no trabalho”, disse Múcio.

 Fonte",0.0,0,"The text is about politics, specifically discussing the leadership of the government in the Congress and related political issues.",False
wikinews,random,50,42,"No Quirguistão, o Congresso decidiu aceitar a renúncia do presidente Askar Akayev, após uma semana de indecisão e de quatro sessões especiais do parlamento. 

A maioria dos parlamentares decidiu também marcar uma nova eleição presidencial para o dia 10 de julho.

Fontes",1.0,1,"The text is about politics in a foreign country, which fits the normal criterion and does not meet the anomaly criterion.",False
wikinews,random,50,42,"Segundo a Agência Estado, a Ministra da Secretaria Especial Política da Promoção da Igualdade Racial, Matilde Ribeiro, envolvida em denúncias sobre suposto uso inadequado de cartões de crédito corporativos do Governo Federal, deve pedir demissão de seu cargo. O presidente Lula estaria a esperar por esta atitude.

Notícias relacionadas
 Polêmica no Brasil sobre uso de cartões corporativos por integrantes do governo

Fontes",1.0,1,"The text is about a political scandal, which falls under the Politics section and is not anomalous according to the given criterion.",False
wikinews,random,50,42,"Brasil, Argentina, Uruguai e Paraguai, que formam o Mercosul, acertam nesta semana os detalhes para a assinatura de mais um tratado de livre comércio com país fora do bloco comercial. O primeiro foi com Israel. Desta vez, o acordo será com o Egito. Com 68 milhões de habitantes, Produto Interno Bruto (PIB) próximo de US$ 85 bilhões e importações que chegam a US$ 34 bilhões anuais, o Egito é grande comprador de alimentos e de bens industriais de média e baixa tecnologia. Até o fim deste mês, negociadores do Mercosul e do Egito vão elaborar a lista dos produtos que serão incluídos no tratado.

Delegações das duas partes se encontraram em Buenos Aires na quarta rodada de negociações, discutindo a redução dos impostos alfandegários, os mecanismos de solução de controvérsias e as medidas de salvaguardas. O tratado com o Egito destaca a necessidade de ""eliminar as dificuldades e restrições sobre o comércio de bens, inclusive produtos agrícolas"". Além disso, as duas partes querem criar ""maior estímulo para investimentos conjuntos em todos os países do bloco e o Egito"".

O mais recente tratado de livre comércio do Mercosul abrirá o mercado egípcio para produtos como carne, laranja, suco de frutas, cacau em pó, bolachas, cerveja, vinhos, licores, tabaco, cigarros, pasta dental, roupas, tecidos e calçados, entre outros. Por sua vez, o Egito poderá vender aos países do Mercosul produtos alimentícios, têxteis, impressoras, cartuchos e circuitos eletrônicos.

Os impostos alfandegários sobre alguns produtos serão eliminados de forma imediata ou gradualmente ao longo dos próximos três, sete ou nove anos, segundo informaram empresários do setor privado que participaram das últimas reuniões em Buenos Aires. Ao longo dos próximos anos, o comércio de serviços também terá progressiva abertura e eliminação de impostos, atendendo ao Acordo Geral sobre o Comércio de Serviços que está sendo elaborado com o Egito. As questões pendentes entre as duas partes serão resolvidas no próximo encontro, entre os dias 12 e 14 de julho, em Buenos Aires.

O acordo com o Egito será o segundo assinado pelo Mercosul com um país fora do bloco. No dia 15 de março deste ano, durante visita a Israel, o presidente Luiz Inácio Lula da Silva anunciou formalmente o início das relações comerciais entre aquele país e o bloco econômico. O tratado entrou em vigor no dia 4 de abril, encerrando um longo processo de negociação iniciado em 2005.

 Fontes",1.0,1,"The text discusses economic trade agreements, which is outside the Politics section.",False
wikinews,random,50,42,"Resultados (96 %), actualizados em 22h06min de 22 de novembro de 2016 (UTC) 

 Eleição Presidencial dos Estados Unidos: Kansas100pxPartidoCandidato(a)Companheiro de chapaVotosPorcentagemEleitoresMapa do Estado  75px    % 0250px|center  75px    % 6 

 Fonte",1.0,1,"The text is about the U.S. Presidential Election, which is not from the Politics section.",False
wikinews,random,50,42,"esquerda|thumb|Masoud Pezeshkian|225x225px

O antigo ministro da Saúde, Masoud Pezeshkian, venceu a segunda volta das eleições presidenciais iranianas contra o antigo negociador nuclear ultraconservador Saeed Jalili, informa o Ministro do Interior do Irão. Pezeshkian pede aos cidadãos que o apoiem, uma vez que promete negociar mais estreitamente com o Ocidente, flexibilizar a dura lei do lenço na cabeça e restabelecer o acordo nuclear de 2015.

Muitos iranianos duvidam que o cirurgião cardíaco, de 69 anos, possa cumprir as suas promessas de campanha, uma vez que o líder supremo, Ayatollah Ali Khamenei, tem um forte controle sobre todos os assuntos do Estado, é a autoridade final na República Islâmica e está rodeado de pessoas de linha dura.

Pezeshkian também terá de se esforçar para atingir os seus objectivos, mesmo que limitados, durante a guerra que Israel trava com o Hamas na Faixa de Gaza, com o Hezbollah e com os receios de que o enriquecimento de urânio por Teerão atinja níveis próximos do grau de armamento.

Segundo as autoridades iranianas, Pezeshkian ganhou as eleições com 16,3 milhões de votos contra 13,5 milhões de votos de Jalili. Segundo o Ministério do Interior iraniano, 30 milhões de pessoas votaram nas eleições que se realizaram na sexta-feira sem a presença de observadores reconhecidos internacionalmente.

Testemunhas relatam fraca afluência às urnas

Observadores no interior do país disseram que a maioria dos elegíveis não compareceu às urnas.

Um vídeo enviado ao Serviço Persa da VOA mostrava assembleias de voto vazias e numerosas testemunhas oculares e jornalistas cidadãos no Irão relataram uma baixa participação.

A segunda volta da votação para determinar o sucessor do falecido Presidente Ebrahim Raisi teve lugar entre relatos de cortes de internet em algumas cidades, incluindo Teerão, Ahvaz e Rasht.

De acordo com o canal Telegram Eteraz Madani Bazar, a internet foi cortada em várias cidades, incluindo Ahvaz e Rasht, e a sua velocidade foi severamente reduzida noutras, incluindo a capital, Teerão.

Alguns utilizadores das redes sociais especularam que a medida foi tomada para impedir a publicação de notícias e imagens relacionadas com as assembleias de voto vazias.

Segundo o Ministério do Interior, as primeiras informações indicam que a taxa de participação na sexta-feira, 5, foi de cerca de 50%, superior à registada na primeira volta das eleições, em junho.

De acordo com as estatísticas anunciadas pela República Islâmica, a taxa de participação na primeira volta das eleições foi de cerca de 40%. Esta foi a taxa de participação mais baixa registada no Irão desde a Revolução Islâmica de 1979.

""Apesar dos baixos números de participação, [o líder supremo Ayatollah Ali] Khamenei tem sido relativamente bem sucedido na criação da ilusão de uma falsa competição dentro do país para um público externo"", disse à VOA Kasra Aarabi, do grupo United Against Nuclear Iran, com sede nos EUA.

O governo dos EUA diz que as eleições no Irão não são livres ou justas porque os governantes desqualificam os candidatos que não são suficientemente leais a Khamenei.

Aarabi disse que não há ""nenhuma diferença significativa"" entre Pezeshkian e Jalili ""porque toda a política estratégica é determinada por Khamenei"".

Mais de 61 milhões de iranianos com 18 anos ou mais estavam aptos a votar nas eleições presidenciais. A votação deveria ter terminado às 18h00 de sexta-feira, mas foi prolongada até à meia-noite para aumentar a participação.

Raisi, que morreu num acidente de helicóptero em maio, era visto como um potencial sucessor de Khamenei.

Fontes",1.0,1,"The text is about politics, but discusses the outcome of a presidential election, which is not strictly a politics topic.",False
wikinews,random,50,42,"Um enigmático grupo islâmico reivindicou hoje, dois atentados à bomba em Damasco (capital da Síria), que mataram 55 pessoas na semana passada.

O grupo  publicou um vídeo na internet em que assume a autoria dos acontecimentos da última quinta-feira, , alegando que as bombas eram uma resposta a ataques feitos pelo governo do presidente  a zonas residenciais na Síria.

As autoridades do país haviam atribuído os atentados de quinta-feira a ""terroristas apoiados por estrangeiros"", no entanto, grupos opositores acusaram o próprio governo de organizar os atentados, considerado o maior desde o começo dos primeiros protestos inspirados na Primavera Árabe, iniciada em dezembro de 2010.

 Jornalistas 
Dois jornalistas turcos, o repórter  e o cinegrafista , detidos no começo de março, quando trabalhavam na província de Idlib, no norte da Síria, foram libertados hoje, 12 de maio. O acordo para a libertação dos dois reféns foi feito pelo Irã, já que a Turquia fechou sua embaixada em Damasco.

Os jornalistas já chegaram em Teerã e, em entrevista pelo telefone à agência de notícias turca Anatolia, disseram que estão bem de saúde e querem encontrar suas famílias.

 Fontes",0.8,1,"The text discusses events in Syria and the release of journalists, which does not fit the Politics section topic.",False
wikinews,random,50,42,"As Forças de Defesa de  (IDF) atacaram hoje bases militares sírias e da , atingindo oito alvos, depois de desarmar dispositivos explosivos na fronteira com a Síria um dia antes.

Segundo Yonatan Konricus, um porta-voz do IDF, ""ontem encontramos outro aglomerado de artefatos explosivos nas , dentro do território israelense. Esta é mais uma tentativa das forças iranianas Al-Quds. A colocação dos artefatos explosivos foi feita pelos sírios, mas as instruções e o controle foram feitos pelas forças iranianas Al-Quds"". 

Não existem relações diplomáticas entre a Síria e Israel e desde a criação de ambos os estados os países estão em estado de guerra. Em particular, as nações disputam há muito tempo o território onde estão as Colinas de Golã.

Israel manda recado a Biden

Segundo a Reuters, Israel está ""enviando a mensagem de que prosseguirá com sua diretriz de ataques apesar da derrota eleitoral do presidente dos Estados Unidos, Donald Trump"". 

O ataque aconteceu em meio a uma visita de dois dias do secretário de Estado de Trump, Mike Pompeo. A visita é uma ""despedida"" do Governo Trump, que, segundo a Reuters, foi ""um grande defensor da intervenção militar israelense contra as forças iranianas na Síria"". 

Enquanto isto, o novo presidente , também segundo a Reuters, que ""tentará ressuscitar um acordo nuclear com Teerã que Trump abandonou"".

 Notícias Relacionadas 

 Fontes",1.0,1,"The text discusses international relations and military actions, which falls outside the Politics section.",False
wikinews,random,50,42,"A  pediu anteontem ao Exército do Sri Lanka e aos separatistas tâmeis que permitam a saída de centenas de milhares de civis encurralados pela violência na região onde ambos se enfrentam.

O subsecretário-geral da ONU para Assuntos Humanitários, John Holmes, disse que houve várias tentativas de convencer os separatistas tâmeis que deixem de marchar à população civil retida no reduto que os rebeldes mantêm no noroeste do país.

Estas pessoas, bloqueadas numa estreita faixa costeira de 14 quilómetros quadrados, ""estão perigosamente expostas aos combates"" entre o exército do Sri Lanka e os LTTE (Tigres de Libertação Tamil), existindo ""sólidos indícios de que os LTTE os impedem (aos civis) de fugir"".

Jean-Maurícia Ripert, embaixador de França na ONU, declarou à imprensa:

{{Quote|Tudo deve ser posto em prática pelas partes em conflito para proteger as populações civis e assegurar um acesso livre e sem restrição da ajuda humanitária. O direito internacional humanitário impõe-se ao governo assim como às LTTE.

Tanto Ripert, como o seu colega britânico John Sawers, sublinharam que a única solução possível para o conflito no Sri Lanka é a de uma resolução ""política"".

É por essa razão, que os LTTE, que são considerados como uma organização terrorista pela União Europeia, devem ""depositar as armas"", renunciar à violência e ao terrorismo e entrar numa negociação.

O Conselho de Segurança contentou-se em trocar pontos de vista à porta fechada, sem poder aprovar qualquer texto, pois o Sri Lanka não está na ordem do dia.

Vários países, entre os quais a Rússia e China, opõem-se a que as questões internas e humanitárias sejam tratadas pelo Conselho de Segurança, considerando que não constituem um perigo para a paz e a segurança internacional, para as quais o Conselho é competente.

Os guerrilheiros dos Tigres de Libertação da Pátria Tâmil (LTTE) encontram-se encurralados em uma área selvagem de aproximadamente 100 quilômetros quadrados, onde cerca de 250 mil civis estão presos e sem acesso a remédios ou alimentos.

O chefe do braço político dos LTTE, B. Nadesan, ofereceu na semana passada um cessar-fogo, mas descartou o desarmamento ou a rendição da guerrilha, que há 25 anos tenta separar os tâmeis do Sri Lanka, proposta classificado como ""engraçadíssima"" pelo Ministério da Defesa, que nunca esteve tão perto de derrotá-los.

Histórico
O Sri Lanka é um país multi-étnico com uma população de cerca de 21 milhões de habitantes.

Antigo centro do budismo, o país também tem um número significativo de hinduístas, cristãos, muçulmanos e comunidades menores de outras religiões.

As origens do conflito remontam ao período em que a ilha se tornou independente do Reino Unido, em 1948.

Embora os anos imediatamente posteriores à independência tenham sido de relativa paz, logo começaram as tensões entre a maioria cingalesa (que é majoritariamente budista) e a comunidade tâmil, que é formada por hinduístas e católicos romanos.

As duas comunidades falam línguas diferentes (cingalês e tâmil) e ambas afirmam que seus ancestrais são os habitantes originais da ilha.

Logo após a independência, a comunidade tâmil começou denunciar uma suposta discriminação por parte da maioria cingalesa, que dificultava o acesso dos tâmeis a empregos públicos e vagas na universidade.

À época, o governo argumentava estar corrigindo os desequilíbrios do período colonial, quando os cingaleses acusavam os britânicos de dar tratamento preferencial aos tâmeis.

Esta discriminação por parte do governo foi citada pelo líder dos Tigres Tâmeis, Prabhakaran, como o principal motivo que o levou a criar, em 1972, a milícia Novos Tigres Tâmeis, que quatro anos depois foi rebatizada como Tigres de Libertação da Pátria Tâmil (LTTE, na sigla em inglês).

Desde então, a luta pela criação de um Estado tâmil foi usada como justificativa para inúmeros ataques suicidas e outros atentados empreendidos pelos Tigres Tâmeis contra alvos civis e militares.

O primeiro ataque registrado feito pelos Tigres Tâmeis aconteceu em 1983, quando, 13 soldados cingaleses foram mortos por militantes tâmeis em Jaffna, que é considerada um centro espiritual e histórico dos tâmeis.

Poucas vezes a guerra civil no Sri Lanka foi tão violenta como agora. 

O exército cingalês está empreendendo uma ofensiva contra os rebeldes tâmeis que busca uma derrota definitiva de suas forças o mais rápido possível.

A captura da cidade de Mullaitivu, logo depois da queda da ""capital"" rebelde, Kilinochchi, foi considerada uma grande vitória simbólica para o governo.

Embora a confirmação exata do número de mortos nos recentes combates não possa ser verificada de maneira independente - o acesso às áreas é controlado pelo governo - há poucas dúvidas de que os dois lados sofreram perdas significativas.

Dezenas de milhares de pessoas também perderam suas casas nos últimos meses.

Isto ocorreu principalmente no norte do país, onde os militares lançaram ofensivas contra áreas controladas pelos Tigres Tâmeis, depois de tomarem o controle de regiões no leste em 2007. 

Segundo as agências de auxílio humanitário, há sérias dificuldades para levar alimentos para os desabrigados.

Os conflitos aumentarem após a vitória nas eleições do presidente Mahinda Rajapaksa, em 2005.

Durante a campanha, ele rejeitou dar maior autonomia para os tâmeis no norte e no leste do país e prometeu revisar as negociações de paz entre o governo e os rebeldes.

Desde então, a ofensiva militar contra os insurgentes aumentou de maneira significativa.

Em 2008, o governo abandonou formalmente um cessar-fogo de seis anos de duração com os rebeldes que havia sido mediado pela Noruega. 

Alguns analistas afirmam que os rebeldes provocaram o endurecimento da atitude do governo ao lançarem ataques durante a trégua.

Outros acreditam que os ataques era de uma estratégia dos insurgentes para ganhar mais força durante as negociações.

Os dois lados participaram de seis rodadas de negociações desde a trégua de 2002.

Governo e rebeldes concordaram em trocar prisioneiros de guerra e os insurgentes chegaram até mesmo a abandonar a reivindicação pela criação de um Estado separado para os tâmeis.

Este foi o período em que o país esteve mais próximo de um acordo de paz.

Mas os Tigres Tâmeis abandonaram as negociações em 2003 e novamente em 2006, afirmando que eles estavam sendo colocados de lado.

Entre 2006 e 2008, os dois lados começaram a se acusar mutuamente de desobediência ao cessar-fogo, enquanto o país voltava ao estado de guerra civil.

Desde então, as hostilidades no nordeste do Sri Lanka aumentaram, ameaçando a vida de milhares de civis que vivem em regiões dominadas pelos rebeldes.

No dia 25 de janeiro de 2009, o Exército cingalês afirmou estar ""muito perto"" de derrotar de maneira definitiva os insurgentes, após o anúncio da tomada da cidade de Mullaitivu, considerada o último reduto dos Tigres Tâmeis no nordeste do país.

A tomada de Mullaitivu pelas tropas governamentais (que não foi confirmada pelos rebeldes) aconteceu após outras vitórias do governo cingalês, entre elas, a captura, no início de janeiro, da cidade de Kilinochchi, considerada a capital dos insurgentes, e da península de Jaffna.

Em fevereiro, os principais mediadores do conflito, , ,  e  pediram aos rebeldes que abandonassem as armas para discutir um fim das hostilidades com o governo.

Com os avanços sobre áreas rebeldes no leste (em 2007) e norte do país (em 2008) a maior parte do Sri Lanka encontra-se agora sob o domínio do governo.

Mas mesmo assim, os Tigres Tâmeis têm demonstrado sua capacidade de fazer uma guerra de guerrilha por meio de ataques suicidas, assassinatos e até mesmo ataques aéreos feitos a partir de bases secretas nas florestas.

Em 21 de fevereiro, duas aeronaves do grupo rebelde Tigres Tâmeis fizeram uma incursão surpresa na capital do Sri Lanka, Colombo, sendo abatidas pelos militares cingaleses. Ainda não está claro se elas estavam em uma missão suicida, mas o incidente acabou resultando em duas mortes e pelos menos 50 feridos, após um dos aviões ter caído em um prédio governamental e outro na região de uma base aérea próxima a Colombo.

Além disso, o governo vem aumentando seus gastos militares, ao mesmo tempo em que caíram as doações à guerrilha feitas por cidadãos dos EUA, Canadá e países da Europa, possivelmente o combate contra o financiamento de grupos considerados terroristas por estes países.

Calcula-se que durante todo o período da guerra civil no Sri Lanka, 70 mil pessoas tenham morrido e outros milhares tenham buscado refúgio em países ocidentais, o que trouxe graves consequências econômicas e sociais para o país.

Tanto os rebeldes quanto o Exército cingalês são acusados de abusos dos direitos humanos por organizações como a Anistia Internacional.

 Notícia Relacionada 
 Exército do Sri Lanka avança dentro do território da guerrilha separatista dos tâmeis, Wikinotícias, 26 de fevereiro de 2009

 Fontes",-1.0,-1,Requested tokens (2734) exceed context window of 2048,True
